关键词,店铺名称,地理位置,产品名称,产品价格,付款人数,商品ID,浏览停留时间(min),同类商品浏览次数,评论数,收藏数
电熨斗,苏泊尔生活电器旗舰店,浙江杭州,苏泊尔挂烫机家用手持蒸汽熨斗小型挂衣烫机熨烫机大功率电熨斗,289,2061人付款,6.49364E+11,1,11,4076,2371
电熨斗,美的官方旗舰店,广东广州,美的手持挂烫机便携式蒸汽电熨斗家用小型宿舍烫熨烫机衣服神器熨,139,6500+人付款,6.2042E+11,8,1,224,4886
电熨斗,苏泊尔官方旗舰店,上海,苏泊尔手持挂烫机电熨斗学生便携熨烫机家用蒸汽小型手持熨斗机,89,1.0万+人付款,6.27932E+11,9,15,4797,5549
电熨斗,苏泊尔生活电器旗舰店,浙江绍兴,苏泊尔挂烫机家用蒸汽小型熨斗烫衣服手持熨烫机商用服装店烫衣机,309,1885人付款,6.32876E+11,10,0,3728,1295
电熨斗,飞利浦润氏专卖店,上海,飞利浦蒸汽挂烫机家用手持智能增压立式熨烫机烫衣服熨斗GC628,3699,290人付款,6.31177E+11,5,19,1345,7792
电熨斗,美的生活电器旗舰店,安徽芜湖,美的手持挂烫机蒸汽熨斗家用小型便携式熨烫衣服神器宿舍熨烫机熨,109,2.5万+人付款,6.36243E+11,2,8,1690,6492
电熨斗,美的护理旗舰店,广东广州,美的挂烫机家用蒸汽小型电熨斗烫衣服熨烫机立式商用服装店熨衣服,309,5000+人付款,6.041E+11,7,8,1672,7256
电熨斗,荣事达连城专卖店,江苏苏州,荣事达手持挂烫机蒸汽熨斗家用小型便携式烫熨衣服神器宿舍熨烫机,69,1.5万+人付款,5.59437E+11,9,19,4543,7241
电熨斗,奥克斯万博同辉专卖店,浙江宁波,奥克斯手持挂烫机蒸汽熨斗家用小型便携式烫熨衣服神器宿舍熨烫机,79.9,4.5万+人付款,5.76142E+11,9,0,1296,4809
电熨斗,志高曼熙专卖店,江苏苏州,志高手持挂烫机蒸汽电熨斗家用小型便携式神器宿舍熨烫衣服熨烫机,49.9,1.5万+人付款,5.95295E+11,12,6,662,7153
电熨斗,苏泊尔官方旗舰店,上海,苏泊尔挂烫机家用手持蒸汽熨斗烫机商用服装熨烫机电熨斗大功率,259,1.0万+人付款,5.87762E+11,10,18,1707,7461
电熨斗,松下电器旗舰店,上海,松下挂烫机手持家用GHC025蒸汽便携式迷你小型熨斗大功率熨烫机,499,1486人付款,6.19291E+11,7,4,2721,3888
电熨斗,松下电器旗舰店,上海,松下电熨斗家用挂烫机手持式蒸汽大功率熨斗干湿不粘底板NI-M105N,119,2747人付款,5.40675E+11,4,5,294,7647
电熨斗,苏泊尔厨房电器旗舰店,上海,苏泊尔挂烫机家用熨烫机蒸汽小型熨斗烫衣服手持商用服装店烫衣机,239,1390人付款,6.51E+11,1,3,4939,6825
电熨斗,小熊电器官方旗舰店,湖南湘潭,小熊挂烫机家用蒸汽小型烫衣服神器挂式迷你熨斗手持熨烫机大功率,369,1207人付款,6.39419E+11,6,11,4384,6324
电熨斗,奥克斯万博同辉专卖店,浙江宁波,奥克斯手持挂烫机熨斗家用小型熨烫机熨衣服神器便携式宿舍蒸汽烫,119,5500+人付款,6.47589E+11,7,18,4152,6701
电熨斗,喜运来旗舰店,浙江宁波,喜运来蒸汽挂烫机商用烫衣服专用立式家用服装店大功率熨斗熨烫机,478,1934人付款,6.27922E+11,3,5,1860,6172
电熨斗,鑫诚科技数码馆,上海,小米德尔玛手持挂烫机家用小型蒸汽熨斗便携式宿舍神器衣服熨烫机,189,1733人付款,6.49211E+11,11,6,237,5734
电熨斗,新飞美兮乐专卖店,江苏苏州,新飞手持挂烫机小型蒸汽熨斗家用烫衣服神器宿舍学生便携式熨烫机,89,9500+人付款,6.33424E+11,0,15,2780,6423
电熨斗,摩飞电器生活旗舰店,湖南衡阳,摩飞手持挂烫机家用小型蒸汽电熨斗烫衣服神器迷你便携式熨烫机,499,1.0万+人付款,6.44546E+11,2,16,111,5203
电熨斗,苏泊尔天汇专卖店,江苏南京,苏泊尔挂烫机立式家用蒸汽小型熨烫机烫衣服神器电熨斗服装店专用,239,1851人付款,6.4606E+11,2,11,362,3549
电熨斗,南极人锦佰诺专卖店,江苏苏州,南极人手持便携式挂烫机家用小型电熨斗旅行熨烫机迷你小熨斗烫斗,99,2.5万+人付款,6.33826E+11,5,2,3479,6124
电熨斗,fagor法格优辰专卖店,广东佛山,FAGOR法格手持挂烫机熨烫机家用蒸汽小型熨斗便携式烫衣服神器,469,1645人付款,6.20885E+11,14,5,3992,6327
电熨斗,域桥旗舰店,江西南昌,域桥挂烫机家用商用服装店手持大蒸汽烫衣服熨烫机立式大功率熨斗,499,2928人付款,6.21561E+11,0,5,1537,2855
电熨斗,midea美的麦耶专卖店,安徽芜湖,美的挂烫机家用烫衣服立式蒸汽电熨斗小型服装店手持熨烫机旗舰店,169,3561人付款,6.46716E+11,1,0,635,836
电熨斗,keheal旗舰店,广东佛山,科西keheal手持挂烫机熨斗家用宿舍便携式小型蒸汽电烫熨烫机,699,952人付款,6.45946E+11,8,12,1429,6968
电熨斗,海尔润轩专卖店,山东潍坊,海尔挂烫机家用蒸汽熨斗大功率熨烫商用服装店专用立式熨衣服神器,199,1853人付款,6.40309E+11,1,2,4271,7775
电熨斗,苏泊尔猫座专卖店,上海,苏泊尔手持挂烫机熨斗家用小型蒸汽熨烫机烫衣服神器便携式电熨斗,119,9500+人付款,6.16928E+11,11,14,652,4522
电熨斗,苏宁易购官方旗舰店,江苏南京,海尔152手持挂烫机家用熨烫机蒸汽熨斗小型宿舍便携式烫衣服神器,99,1.0万+人付款,6.47872E+11,7,18,896,4768
电熨斗,小湘8888,广东深圳,韩国大宇手持挂烫机熨烫机家用小型蒸汽熨斗便携式平烫熨衣服神器,364,1864人付款,6.47241E+11,0,7,1432,7969
电熨斗,soleusair成飞专卖店,广东佛山,舒乐氏手持挂烫机熨烫机便携式蒸汽电熨斗家用小型迷你烫衣服神器,499,2554人付款,6.37137E+11,1,1,2258,7662
电熨斗,海尔生活家电旗舰店,江苏苏州,海尔挂烫机家用手持蒸汽熨斗立式小型熨烫机商用服装店烫衣服专用,308,1828人付款,46534694863,9,1,2694,6302
电熨斗,贝尔莱德官方旗舰,广东佛山,贝尔莱德挂烫机家用蒸汽小型烫衣熨斗大功率熨烫机烫衣服ST220,1299,797人付款,5.40406E+11,3,5,1729,7041
电熨斗,tinme旗舰店,广东佛山,德国TINME手持挂烫机家用小型熨烫机便携式蒸汽熨斗烫衣服神器,499,978人付款,6.04543E+11,13,9,4160,5376
电熨斗,立挺旗舰店,江西南昌,立挺挂烫机商用服装店家用蒸汽手持烫衣服熨烫机一挺大功率电烫斗,398,2241人付款,17898294971,0,13,4172,4611
电熨斗,天购电器专营店,广东深圳,美国OJA手持挂烫机家用熨斗增压蒸汽熨烫机便携小型烫衣服神器,598,1778人付款,5.95758E+11,9,2,1798,2026
电熨斗,supor苏泊尔名轩专卖店,安徽马鞍山,苏泊尔电熨斗烫斗家用小型水蒸汽手持烫衣小宿舍迷你平烫干湿两用,69,1.0万+人付款,6.0438E+11,1,12,2133,7106
电熨斗,苏泊尔猫座专卖店,上海,苏泊尔挂烫机家用蒸汽小型手持熨斗挂式熨衣服烫熨烫机神器立式,209,3770人付款,5.91819E+11,5,9,448,100
电熨斗,cuori卓力旗舰店,浙江宁波,卓力挂烫机家用蒸汽小型熨斗手持熨烫机立式杀菌挂烫机熨烫BG538,2699,303人付款,5.46363E+11,11,9,4767,5460
电熨斗,steamone汀淼专卖店,上海,法国SteamOne挂烫机立式小型家用除菌除螨蒸汽电熨斗烫衣服熨烫机,2799,177人付款,6.08471E+11,12,6,581,3728
电熨斗,志高腾信易通专卖店,浙江宁波,志高大蒸汽挂烫机家用熨斗烫衣服小型手持熨烫机挂立式电熨斗正品,69,1.0万+人付款,6.23316E+11,7,2,405,3293
扫地机器人,云鲸旗舰店,广东广州,云鲸小白鲸扫拖机器人自己洗拖布一体吸尘智能扫地机免洗拖扫洗地,4299,1.0万+人付款,6.07564E+11,7,7,4317,5903
扫地机器人,苏宁易购官方旗舰店,江苏南京,肖战同款石头扫拖机器人T7SPlus自动集尘套装家用扫地吸尘三合一,5699,16人付款,6.48414E+11,7,14,1721,3108
扫地机器人,能良数码官方旗舰店,浙江金华,科沃斯扫地机器人DO33扫拖三合一体家用全自动智能家居拖地吸尘器,1299,2人付款,6.18592E+11,14,3,4136,2130
扫地机器人,小米官方旗舰店,北京,小米米家扫地机器人1T智能家用全自动扫拖一体机拖地吸尘器三合一,1999,1628人付款,6.30048E+11,7,3,1012,514
扫地机器人,小米官方旗舰店,北京,【新品】小米米家扫地机器人2C家用全自动智能扫地拖地一体吸尘器,1499,720人付款,6.44807E+11,4,14,362,2466
扫地机器人,石头电器旗舰店,北京,石头扫拖机器人T7SPlus智能家用全自动清洗扫地拖地吸尘三合一体,3499,3365人付款,6.41684E+11,8,4,3533,7999
扫地机器人,石头电器旗舰店,北京,肖战同款石头扫拖机器人T7S家用全自动扫地拖地吸尘三合一体,3099,958人付款,6.46007E+11,5,1,4536,3642
扫地机器人,科沃斯旗舰店,江苏苏州,科沃斯地宝N9+拖地机器人家用自动扫拖洗一体扫地机智能免洗拖布,4599,1.0万+人付款,6.38914E+11,10,13,4980,6081
扫地机器人,科沃斯旗舰店,江苏苏州,科沃斯地宝T9MAX扫地机器人智能家用全自动吸尘器扫擦拖地一体机,3499,4974人付款,6.1784E+11,8,8,719,7193
扫地机器人,由利海外旗舰店,广东深圳,日本UONI由利扫地机器人家用自动集尘清洗扫拖吸擦地三合一体机,3299,392人付款,6.161E+11,2,9,3466,5713
扫地机器人,云鲸旗舰店,广东广州,云鲸小白鲸扫拖机器人自己洗拖布一体吸尘智能扫地机免洗拖扫洗地,4299,1.0万+人付款,6.07564E+11,11,12,392,545
扫地机器人,云鲸旗舰店,广东广州,云鲸专用清洁剂大瓶1L装（新旧包装随机发）,99,6000+人付款,6.12601E+11,2,10,4266,6011
扫地机器人,云米旗舰店,广东佛山,云米自动集尘扫地机器人2Pro扫拖一体洗地家用小智能吸尘器三合一,1799,114人付款,6.40219E+11,8,11,2259,1622
扫地机器人,由利海外旗舰店,广东深圳,日本UONI由利扫地机器人家用全自动集尘清洗智能吸扫拖三合一体机,3699,138人付款,6.45441E+11,6,19,3777,2048
扫地机器人,小米惠众睿通专卖店,北京,小米米家扫地机器人Pro智能家用全自动扫拖一体机拖地吸尘三合一,2699,263人付款,6.43577E+11,8,14,3010,2076
扫地机器人,kriss0901,江苏南通,凯堡洗地机商用工业工厂手推式电动车间吸拖一体拖地机刷擦扫地机,3999,119人付款,6.41234E+11,1,8,477,6968
扫地机器人,清易旗舰店,江苏无锡,华为智选清易扫地机器人扫拖一体吸尘家用全自动智能免清洗拖布,3699,244人付款,6.37286E+11,11,9,3061,213
扫地机器人,midea美的吸尘器旗舰店,江苏苏州,美的M6智能扫地机器人扫拖一体全自动扫地拖地吸尘三合一猫爪粉,1899,646人付款,6.39844E+11,3,3,1389,4579
扫地机器人,midea美的吸尘器旗舰店,江苏苏州,美的S8/S8+智能扫地机器人全自动集尘家用拖地吸尘扫拖三合一体机,2899,371人付款,6.43653E+11,10,9,1817,7810
扫地机器人,blaupunkt汇歌专卖店,广东深圳,德国蓝宝智能扫地机器人扫拖一体机家用全自动扫地拖地吸尘三合一,3099,382人付款,6.50901E+11,7,11,3168,1001
扫地机器人,淘65432166,河南郑州,小米米家扫地机器人G1家用智能全自动扫拖一体吸尘器拖地机三合一,689,723人付款,6.36119E+11,14,3,3705,2230
扫地机器人,扬子臻信专卖店,安徽合肥,扬子手推式扫地机工业工厂工地车间养殖场无动力道路扫地车清扫车,669,823人付款,6.44214E+11,12,7,3086,3137
扫地机器人,扬子易博专卖店,安徽合肥,扬子驾驶式扫地机工厂工业车间物业电动商用环卫道路电动清扫车,489,764人付款,6.47216E+11,11,11,1820,384
扫地机器人,曾庆军2002,上海,洁霸BF522手推式地毯清洗机工厂商用酒店保洁多功能刷地洗地机器,1288,456人付款,5.94727E+11,7,10,360,5534
扫地机器人,科沃斯电器商城,江苏苏州,科沃斯地宝N9+拖地机器人家用扫拖洗一体智能扫地机T8免洗拖布,1999,152人付款,6.42279E+11,1,7,1507,6583
扫地机器人,iec清洁设备企业店,浙江杭州,IEC工厂手推式洗地机商用工业物业车间刷地车洗吸拖一体扫地机,6580,67人付款,6.39977E+11,5,13,302,5517
扫地机器人,扬子清洁设备杭州工厂店,浙江杭州,扬子手推式洗地机工业车间拖地机商场工厂商用超市电动地面擦地机,6590,158人付款,5.83832E+11,12,0,2400,6135
扫地机器人,proscenic旗舰店,广东深圳,浦桑尼克扫地机器人M8pro家用集尘吸尘云拖地三合全自动鲸一体洗,3299,231人付款,6.2753E+11,6,1,3046,664
扫地机器人,扬子工业北京销售服务中心,北京,扬子YZ-X2手推式电动洗地机商用车间工业拖地机工厂仓库擦地机,6590,90人付款,6.46737E+11,12,18,3223,6774
扫地机器人,科沃斯科畅专卖店,江苏苏州,科沃斯N8PRO扫地机器人智能家用全自动扫地一体除菌扫擦拖三合一,2999,2606人付款,6.3747E+11,9,0,1868,2736
扫地机器人,yeedi旗舰店,广东深圳,科沃斯yeedi扫地机器人家用全自动集尘吸尘器扫擦拖地一体机K781+,3099,672人付款,6.29657E+11,4,15,1864,1740
扫地机器人,fnt菲纳特总部工厂运营中心,广东深圳,地毯清洗机家用小型大吸力手动蒸汽机车用沙发清洗喷抽一体清洗机,899,409人付款,6.45168E+11,3,17,3296,1832
扫地机器人,还好吗748,北京,云鲸拖地机器人小白鲸拖扫一体智能扫地机免洗拖(72小时内发货）,3719,145人付款,6.34512E+11,9,5,472,905
扫地机器人,帅气小咚淘气小叮,江苏苏州,科沃斯官翻机扫地机器人拖地DJ35吸尘器DF45智能家用全自动一体机,439,796人付款,5.53294E+11,10,10,880,5546
扫地机器人,小麻雀之家0755,上海,云鲸小白鲸拖地机器人拖扫洗拖布一体智能扫地机智能扫地免洗拖布,4199,175人付款,6.31215E+11,7,6,4652,369
扫地机器人,绽放自己814922546,上海,工厂车间扫地机手推式电瓶洗地车医院车站环氧地坪水泥地洗地机,5680,96人付款,5.67298E+11,9,4,3120,2328
扫地机器人,veniibot哇力旗舰店,广东深圳,哇力H10拖地机器人家用扫拖洗快速烘干消毒一体免洗智能扫地机,4399,497人付款,6.46207E+11,12,14,3782,4345
扫地机器人,上海酌凯环保设备有限公司,上海,德国凯堡驾驶式洗地机工业商用工厂车间刷吸拖一体扫地车机清扫车,16500,116人付款,6.35162E+11,9,4,3553,2845
扫地机器人,扬子易博专卖店,安徽合肥,扬子S10驾驶式扫地机封闭式扫地车工厂车间用工业商用电动清扫车,599,761人付款,6.4997E+11,7,9,4623,6183
扫地机器人,proscenic旗舰店,广东深圳,浦桑尼克扫地机器人M8pro家用吸尘三合一扫拖一体全自动集尘智能,3299,546人付款,6.33482E+11,5,7,2109,3404
扫地机器人,蓝天保洁浙江公司,上海,意大利COMAC手推式洗地机商用工业工厂车间吸尘拖地扫地一体机车,9999,90人付款,6.47999E+11,4,18,4257,4218
扫地机器人,tb733440320,广东广州,工厂车间洗地机商用物业保洁车库工业手推式超市洗吸拖一体扫地机,6880,101人付款,6.31821E+11,6,18,4467,4861
扫地机器人,科沃斯科瀚专卖店,江苏苏州,科沃斯地宝T9MAX扫地机器人智能家用全自动扫拖地吸尘三合一体机,3599,220人付款,6.22828E+11,14,18,618,2621
扫地机器人,海尔智能设备旗舰店,广东深圳,海尔扫地机器人家用全自动清洗智能扫拖一体机擦地拖地吸尘三合一,1899,743人付款,5.99486E+11,7,15,2395,5516
扫地机器人,扬子洁邦专卖店,安徽合肥,扬子X1手推式洗地机小型商用餐厅工厂工业电动无线自动吸拖一体机,499,952人付款,6.23338E+11,14,18,936,7028
扫地机器人,海尔智能设备旗舰店,广东深圳,海尔扫地机器人家用全自动清洗智能扫拖一体机擦地拖地吸尘三合一,1009,6000+人付款,6.10868E+11,5,16,2243,2178
智能音箱,小度旗舰店,北京,小度智能音箱小度教育智能屏1S小杜机器人小度ai蓝牙音响电视送礼,499,7000+人付款,5.89048E+11,12,18,3814,7409
智能音箱,小米官方旗舰店,北京,小米AI音箱第二代小爱同学小爱音箱智能音响低音炮蓝牙闹钟,199,7500+人付款,6.1909E+11,4,7,897,739
智能音箱,小米官方旗舰店,北京,小米小爱音箱Play智能音箱小爱同学家用蓝牙音响控智能门锁扫地机,109,9500+人付款,5.9857E+11,3,5,187,4836
智能音箱,三际数码官方旗舰店,山东济南,小度智能音箱旗舰版蓝牙音响2020新款小杜机器人工Ai语音声控wifi红外1s百度官方旗舰店儿童故事机送礼物家用,69,5000+人付款,5.80679E+11,2,10,1788,5067
智能音箱,小米征诚创新专卖店,北京,小米小爱音箱play小爱同学智能音箱小艾机器人声控蓝牙AI音响正品,99,6500+人付款,5.98198E+11,5,9,2665,1507
智能音箱,来秀数码专营店,广东深圳,天猫精灵IN糖方糖R智能音箱2官方旗舰店官网蓝牙音响闹钟声控家用,79,3331人付款,6.48499E+11,13,7,1016,4232
